mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,spec_bw,spec_centroid,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,zcr,rms,label
-170.84922790527344,67.51546478271484,2.143460512161255,-29.8344783782959,3.955271005630493,3.7245562076568604,-1.5617398023605347,-9.252157211303711,-3.8747406005859375,-15.983741760253906,10.166573524475098,7.453039646148682,32.86194610595703,18.43703842163086,6.396841526031494,5.7753682136535645,7.3869476318359375,-10.040555953979492,8.539066314697266,-6.625992774963379,7581.402172727633,7318.0048147380085,0.004392419476062059,0.01834951341152191,0.3469723165035248,1.0,0.22839199006557465,0.023579712957143784,0.017822841182351112,0.021496279165148735,0.046910252422094345,0.021311704069375992,0.019853001460433006,0.007825270295143127,0.21133528897200773,0.09320418536663055,0.0
-171.67919921875,67.03126525878906,2.6801140308380127,-29.669803619384766,4.0096893310546875,3.44382643699646,-2.8989815711975098,-9.130389213562012,-4.741889953613281,-17.51535415649414,8.821922302246094,7.141443252563477,33.164791107177734,19.05063247680664,7.41525936126709,6.379936218261719,7.412177085876465,-10.5162353515625,8.049386024475098,-8.27314567565918,7586.1190483772725,7361.931134499869,0.003082094481214881,0.016081351786851883,0.34062737226486206,1.0,0.23006337881088257,0.020342379808425903,0.01427437737584114,0.0170942060649395,0.03903980180621147,0.017088664695620537,0.01440839096903801,0.005859643220901489,0.18767909930019305,0.09641323238611221,0.0
-174.39971923828125,63.633113861083984,-0.7786139249801636,-32.81800842285156,0.08632895350456238,0.2659403085708618,-4.666451930999756,-10.289360046386719,-5.9706339836120605,-18.840858459472656,6.740978240966797,6.585927963256836,33.158260345458984,18.695444107055664,6.504655838012695,5.851166725158691,7.470205307006836,-9.850481986999512,8.651862144470215,-8.257808685302734,7575.991801707311,7429.843786237087,0.0021620532497763634,0.015645092353224754,0.3424963653087616,1.0,0.22773697972297668,0.02097199484705925,0.013671113178133965,0.015145626850426197,0.033364322036504745,0.013858657330274582,0.012033747509121895,0.004173473455011845,0.18342219172297297,0.09589998424053192,0.0
-176.7152099609375,63.904659271240234,-1.9214608669281006,-30.356395721435547,-1.9254487752914429,-0.30904263257980347,-5.178133487701416,-7.861199855804443,-4.202585220336914,-16.004501342773438,9.46461009979248,8.847821235656738,29.10651397705078,14.263179779052734,3.129790782928467,3.408230781555176,6.40455961227417,-5.9070963859558105,9.197704315185547,-7.267787456512451,7363.631076345514,7225.764645620251,0.0031441603787243366,0.019036414101719856,0.3342735469341278,1.0,0.23605011403560638,0.025408878922462463,0.02249489165842533,0.02428896352648735,0.07579035311937332,0.02914319932460785,0.029465584084391594,0.0075847008265554905,0.19231117277992277,0.07792595773935318,0.0
-175.81533813476562,64.51302337646484,-2.5590646266937256,-29.876914978027344,-1.2797030210494995,-0.13092337548732758,-4.323441982269287,-7.153538703918457,-3.818570137023926,-15.063569068908691,10.67691421508789,9.159734725952148,28.980205535888672,13.421601295471191,1.8855910301208496,3.900341510772705,6.774142742156982,-5.879907608032227,9.649930953979492,-7.353008270263672,7352.88904771167,7219.106976151989,0.003645174438133836,0.021139588207006454,0.32756471633911133,1.0,0.24486128985881805,0.027401195839047432,0.02516212686896324,0.028683511540293694,0.08597581833600998,0.032657403498888016,0.0355207659304142,0.009101788513362408,0.20451254826254825,0.07584249973297119,0.0
-176.4331817626953,64.40038299560547,-2.370237112045288,-30.365570068359375,-1.45237398147583,-0.09153170138597488,-4.682977676391602,-7.036785125732422,-3.2581334114074707,-14.041929244995117,12.377520561218262,9.427318572998047,27.869199752807617,11.029783248901367,-0.44497084617614746,4.394320964813232,8.476457595825195,-4.971291542053223,9.11051082611084,-7.8131608963012695,7372.397114436334,7319.0536748119175,0.004418631549924612,0.02534932643175125,0.31908684968948364,1.0,0.25747644901275635,0.031150218099355698,0.0282589178532362,0.03928946331143379,0.13222022354602814,0.04552731290459633,0.04649347811937332,0.011554154567420483,0.22817439370173745,0.07219407707452774,0.0
-175.49098205566406,65.32457733154297,-1.6705715656280518,-29.876258850097656,-0.9295448660850525,0.7976111173629761,-3.876950263977051,-6.133134841918945,-2.815080404281616,-14.714333534240723,12.04917049407959,9.95617389678955,28.144441604614258,11.529875755310059,0.4277605414390564,4.226619243621826,7.312546730041504,-5.061293125152588,9.992450714111328,-7.906637191772461,7360.4367888986135,7259.417155201055,0.0043746489100158215,0.023707889020442963,0.3191676437854767,1.0,0.2569482624530792,0.03167338669300079,0.02722032740712166,0.038329508155584335,0.12892605364322662,0.04425147548317909,0.043883271515369415,0.011157670058310032,0.22075591216216217,0.07335886359214783,0.0
-175.3289031982422,66.46598815917969,-0.06210774928331375,-29.219871520996094,-0.3890138268470764,1.7251077890396118,-3.0638983249664307,-5.569713592529297,-1.6885420083999634,-13.912186622619629,12.043496131896973,10.976078987121582,29.77694320678711,13.18570613861084,2.0410103797912598,4.467267990112305,7.50414514541626,-4.527688980102539,10.55594539642334,-6.792192459106445,7364.12515385407,7098.06820522086,0.005951505154371262,0.024952294304966927,0.3252047300338745,1.0,0.25354257225990295,0.03429487347602844,0.02996405027806759,0.03855997323989868,0.12102600187063217,0.041980382055044174,0.04081714525818825,0.011678860522806644,0.21195742338320464,0.07866652309894562,0.0
-174.43380737304688,63.32004165649414,-1.2257598638534546,-33.38309860229492,0.11463597416877747,0.6778459548950195,-5.120397567749023,-10.694915771484375,-6.71978235244751,-19.175922393798828,7.208382606506348,7.34796667098999,33.51890563964844,18.238033294677734,6.254904747009277,6.100820541381836,7.641834735870361,-9.556861877441406,8.459646224975586,-8.610671997070312,7564.74581949348,7402.8855133459765,0.002132834866642952,0.015382331795990467,0.34600698947906494,1.0,0.22397813200950623,0.02000775747001171,0.014415563084185123,0.016490932554006577,0.03813976049423218,0.015288212336599827,0.011973913758993149,0.0041104210540652275,0.18221751327220076,0.0968114510178566,0.0
-174.08079528808594,63.73606491088867,-1.3611525297164917,-33.29993438720703,0.24586831033229828,0.8887770175933838,-4.12145471572876,-9.99289608001709,-6.7076826095581055,-19.1298828125,7.067332744598389,7.039568901062012,33.683570861816406,18.528522491455078,5.911935806274414,5.7179059982299805,7.889122009277344,-9.372428894042969,8.858838081359863,-8.62559986114502,7558.418266200654,7387.341265957232,0.0021204277873039246,0.016094714403152466,0.3492622375488281,1.0,0.22388896346092224,0.021399760618805885,0.014982325956225395,0.017291121184825897,0.04086733236908913,0.016088182106614113,0.013238086365163326,0.004341420251876116,0.18682319317084942,0.09565664082765579,0.0
-174.4262237548828,63.57578659057617,-1.689570665359497,-33.69691848754883,0.42647093534469604,1.0450549125671387,-5.303950309753418,-10.464122772216797,-7.520866394042969,-20.644174575805664,7.506415367126465,8.129690170288086,33.80604553222656,18.458656311035156,6.814347743988037,6.486311912536621,7.558290004730225,-9.467906951904297,8.47329330444336,-9.45079231262207,7549.403556657615,7326.794568320134,0.0018984887283295393,0.01405063085258007,0.3319346606731415,1.0,0.2325151413679123,0.019834570586681366,0.013058202341198921,0.01474149152636528,0.03554637357592583,0.014774315059185028,0.011607775464653969,0.0041425833478569984,0.17194852497586874,0.09963485598564148,0.0
-174.88648986816406,63.49900436401367,-1.8718880414962769,-33.705177307128906,0.7505189776420593,0.9430092573165894,-5.6267547607421875,-10.494227409362793,-8.164688110351562,-21.356245040893555,8.04464340209961,8.593321800231934,33.7915153503418,18.746051788330078,7.797759532928467,7.439337730407715,7.446985721588135,-9.735843658447266,8.4091796875,-9.825939178466797,7543.610863731284,7283.184658274661,0.0016863093478605151,0.012035886757075787,0.3077111840248108,1.0,0.24810679256916046,0.019343938678503036,0.012208757922053337,0.012441043742001057,0.030522044748067856,0.014073691330850124,0.011368135921657085,0.0043744235299527645,0.16055780948359075,0.10258179903030396,0.0
-174.9918212890625,62.93788146972656,-2.3281025886535645,-32.58087921142578,0.8431685566902161,0.5041657090187073,-5.609620094299316,-11.015501022338867,-8.814921379089355,-22.226913452148438,8.491049766540527,10.183314323425293,34.32613754272461,19.087337493896484,8.991829872131348,7.608835697174072,6.6932783126831055,-9.34963607788086,9.14560604095459,-10.456771850585938,7526.680091046193,7214.376226877728,0.0015161334304139018,0.01036649476736784,0.2891595959663391,1.0,0.2610526382923126,0.018840264528989792,0.01151905208826065,0.01061956025660038,0.028374657034873962,0.01343334186822176,0.009580643847584724,0.003948897123336792,0.15112398950289574,0.10700540989637375,0.0
-175.03614807128906,63.291046142578125,-1.5342051982879639,-32.879356384277344,0.5758318305015564,0.6403027176856995,-5.486081123352051,-10.716063499450684,-8.216242790222168,-21.34328269958496,8.555160522460938,10.02914047241211,34.26411819458008,18.609024047851562,7.8461198806762695,7.153622150421143,7.369304656982422,-8.926377296447754,8.469005584716797,-10.09825611114502,7533.854269520611,7255.103496029818,0.0016154504846781492,0.011137047782540321,0.29430434107780457,1.0,0.2584400773048401,0.01903698220849037,0.012146777473390102,0.011951636523008347,0.03311379626393318,0.015542733483016491,0.01109216921031475,0.004347245674580336,0.16045600567084942,0.1037527471780777,0.0
-174.13670349121094,63.87035369873047,-1.958426833152771,-33.39653015136719,1.017994999885559,0.9778419733047485,-5.219264030456543,-10.168004035949707,-7.079728126525879,-19.967912673950195,7.776851177215576,8.264214515686035,33.35139465332031,17.5838565826416,6.293458461761475,6.855492115020752,7.880238056182861,-9.847015380859375,8.087964057922363,-9.04843807220459,7540.10365211298,7326.645060190228,0.0020010245498269796,0.0156494602560997,0.3473067879676819,1.0,0.22444932162761688,0.019801035523414612,0.01332114264369011,0.01565297320485115,0.04433155059814453,0.01755032315850258,0.014220408163964748,0.00484149856492877,0.181968659507722,0.09706447273492813,0.0
-173.7769317626953,64.09199523925781,-2.135113477706909,-33.83164596557617,0.6971485018730164,1.3029989004135132,-4.661851406097412,-10.249300956726074,-7.47554874420166,-19.956201553344727,7.887761116027832,8.12427043914795,33.276702880859375,17.462038040161133,5.542172431945801,6.688660144805908,8.703484535217285,-9.753739356994629,7.871200084686279,-9.22160816192627,7531.162886576174,7304.8728087931595,0.0020690609235316515,0.015604567714035511,0.3437953293323517,1.0,0.2267271876335144,0.020716216415166855,0.014114619232714176,0.016519349068403244,0.05569306015968323,0.02121325209736824,0.014294366352260113,0.004810241516679525,0.18542433337355213,0.09677113592624664,0.0
-173.71238708496094,63.88590621948242,-2.242751121520996,-33.445499420166016,0.6242544054985046,1.0494247674942017,-4.909007549285889,-10.242982864379883,-7.237884044647217,-20.152193069458008,7.3994903564453125,8.180212020874023,33.729949951171875,18.146371841430664,6.158810138702393,6.411153316497803,8.17556381225586,-9.911088943481445,7.795748710632324,-8.66948127746582,7521.287125289639,7283.38503127888,0.0019991325680166483,0.015719333663582802,0.35002556443214417,1.0,0.22366809844970703,0.02128855511546135,0.013483766466379166,0.01590588502585888,0.052531689405441284,0.01918880268931389,0.01313021406531334,0.004493027459830046,0.17837159145752896,0.09779351949691772,0.0
-173.1803741455078,64.45933532714844,-0.35898658633232117,-32.635677337646484,1.490502119064331,1.278028130531311,-4.209816932678223,-10.464693069458008,-6.007421970367432,-18.124862670898438,8.28673267364502,6.684828758239746,32.643890380859375,18.309783935546875,6.236899375915527,5.486539363861084,7.110174179077148,-10.143654823303223,8.442790031433105,-7.9516072273254395,7584.268059895789,7431.157102949094,0.0023989607580006123,0.015850139781832695,0.3406566083431244,1.0,0.2295137494802475,0.020945297554135323,0.014765966683626175,0.01699375919997692,0.04084540531039238,0.01640959270298481,0.013902292586863041,0.00494966609403491,0.19308978342181468,0.09479840099811554,0.0
-174.51185607910156,63.86702346801758,-1.9907690286636353,-33.945220947265625,0.5584067702293396,1.3342673778533936,-5.420597076416016,-10.316973686218262,-7.187375068664551,-20.40976905822754,7.6291375160217285,8.393744468688965,33.861961364746094,17.91497039794922,6.039319038391113,6.506124496459961,8.117891311645508,-9.710037231445312,7.83085298538208,-8.99453067779541,7518.060896421008,7266.313847771536,0.0018905088072642684,0.015068145468831062,0.3412878215312958,1.0,0.2289852499961853,0.02140466682612896,0.012992732226848602,0.016063185408711433,0.05499180406332016,0.020206041634082794,0.01268786657601595,0.004379656165838242,0.18064520994208494,0.09794407337903976,0.0
-175.11268615722656,63.451026916503906,-0.9732790589332581,-32.773136138916016,-0.0846608430147171,0.5810088515281677,-5.374275207519531,-10.155305862426758,-7.18324613571167,-20.295955657958984,7.171774864196777,7.999083995819092,34.093345642089844,18.301815032958984,6.548235893249512,6.370676517486572,7.852736473083496,-9.207029342651367,7.769766807556152,-9.693039894104004,7521.056891957044,7285.583459983301,0.0018696634797379375,0.014885657466948032,0.3369327485561371,1.0,0.2311561405658722,0.019738897681236267,0.012166948989033699,0.014768802560865879,0.04481269791722298,0.017433596774935722,0.011697945185005665,0.0042134979739785194,0.17419386462355213,0.09837694466114044,0.0
-175.42576599121094,63.10076141357422,-1.3122791051864624,-32.364715576171875,0.45619314908981323,0.0372362919151783,-5.960708141326904,-10.001287460327148,-6.77849006652832,-19.94378089904785,7.427800178527832,7.79441499710083,33.2618408203125,18.19761085510254,7.276375770568848,6.937685489654541,7.724071979522705,-9.46584701538086,8.147831916809082,-9.643065452575684,7525.031217674494,7309.434382743731,0.00191477220505476,0.015183264389634132,0.34468984603881836,1.0,0.22569748759269714,0.018996788188815117,0.011418750509619713,0.014169270172715187,0.04101240634918213,0.01629132404923439,0.012056238017976284,0.0042389873415231705,0.17365468146718147,0.09781082719564438,0.0
-175.10549926757812,63.48137283325195,-0.9837080836296082,-31.92169761657715,0.7903368473052979,-0.40104568004608154,-6.578962802886963,-9.103100776672363,-6.581177234649658,-20.72993278503418,7.956335544586182,8.348984718322754,33.18404769897461,18.367053985595703,7.721587657928467,6.9554524421691895,6.971451759338379,-9.550262451171875,8.499886512756348,-10.012225151062012,7518.693708123174,7285.399878775329,0.0018235937459394336,0.014103627763688564,0.3338165283203125,1.0,0.23171284794807434,0.01829651929438114,0.011014705523848534,0.012958398088812828,0.034937553107738495,0.014958662912249565,0.012104833498597145,0.004226732533425093,0.167644486003861,0.09934166818857193,0.0
-175.6448516845703,63.13282775878906,-1.0649704933166504,-32.44815444946289,0.5319510698318481,0.005848873406648636,-6.410346031188965,-9.751954078674316,-7.071356773376465,-20.762495040893555,7.942314147949219,8.349960327148438,33.3870964050293,18.43319320678711,7.23532247543335,6.6615495681762695,7.509210586547852,-9.064723014831543,8.231513023376465,-10.258999824523926,7522.949794749295,7301.012833733527,0.0018505468033254147,0.014590995386242867,0.34015247225761414,1.0,0.22724279761314392,0.018198370933532715,0.012070865370333195,0.014424283057451248,0.03915354982018471,0.01578776352107525,0.011983614414930344,0.004080201033502817,0.17012548262548263,0.09882917255163193,0.0
-174.7959747314453,63.93499755859375,-0.8025456070899963,-33.014041900634766,-0.239981546998024,0.7556267976760864,-4.590851783752441,-9.95583724975586,-6.7171759605407715,-19.265308380126953,7.274908065795898,7.638602256774902,33.949119567871094,18.845033645629883,5.915708065032959,5.030471324920654,7.9513959884643555,-8.360150337219238,8.078958511352539,-9.440958023071289,7529.146292831988,7319.9367169892075,0.002091520233079791,0.016102220863103867,0.3510300815105438,1.0,0.2237003594636917,0.021020445972681046,0.01439996249973774,0.01728692650794983,0.044383034110069275,0.01685781590640545,0.013322709128260612,0.004386409651488066,0.18148603402509653,0.09542235732078552,0.0
-175.00613403320312,63.3908805847168,-1.22234308719635,-33.23842239379883,-0.717544674873352,0.6127446293830872,-4.452553749084473,-10.143317222595215,-6.682304382324219,-19.14105987548828,6.7812018394470215,7.34942626953125,33.61299514770508,18.280214309692383,5.377157211303711,4.98942756652832,8.458696365356445,-8.466800689697266,7.9937286376953125,-8.932765007019043,7530.705033261508,7350.00132481166,0.002016473561525345,0.015760885551571846,0.34373611211776733,1.0,0.2274523228406906,0.021384991705417633,0.015490682795643806,0.01740017719566822,0.03966049477458,0.01611545868217945,0.014110414311289787,0.004512501880526543,0.18565244932432431,0.09404362738132477,0.0
-173.96217346191406,64.14080810546875,-1.8892580270767212,-33.7702522277832,-0.5156030654907227,1.4498610496520996,-3.5325846672058105,-9.846468925476074,-7.049778461456299,-19.60050392150879,7.145381927490234,8.205517768859863,34.112953186035156,17.803525924682617,5.471510887145996,5.204484462738037,7.935017108917236,-8.542872428894043,8.454474449157715,-8.826190948486328,7512.883215778987,7289.728347996683,0.0021422524005174637,0.01599886454641819,0.34277796745300293,1.0,0.2296026647090912,0.02369035966694355,0.0165904238820076,0.01840434968471527,0.04666547477245331,0.018328167498111725,0.015085793100297451,0.004875234328210354,0.18943615769787644,0.09414482861757278,0.0
-174.26475524902344,64.34370422363281,-1.9432435035705566,-34.28506851196289,0.010487552732229233,1.401595115661621,-4.595840930938721,-9.915005683898926,-7.949280738830566,-20.896419525146484,7.7683868408203125,8.867380142211914,34.32177734375,18.53940200805664,6.079929351806641,6.144651889801025,7.723868370056152,-9.016520500183105,8.611994743347168,-9.423044204711914,7497.830052948807,7214.347799784522,0.0018886654870584607,0.015242124907672405,0.34718209505081177,1.0,0.22515445947647095,0.02286040224134922,0.015014461241662502,0.0158219076693058,0.04074619710445404,0.016525456681847572,0.013944686390459538,0.004500143229961395,0.17349820523648649,0.09829583764076233,0.0
-174.79444885253906,63.60377883911133,-2.5929508209228516,-34.05181121826172,0.8592150807380676,1.6011757850646973,-5.80681037902832,-10.361919403076172,-8.254157066345215,-21.926986694335938,8.433140754699707,9.766222953796387,34.19560623168945,19.19452476501465,7.7013654708862305,6.821591377258301,6.919605731964111,-9.215569496154785,8.347497940063477,-9.924644470214844,7482.493296898496,7158.8120823464715,0.0016820693854242563,0.011905829422175884,0.31185615062713623,1.0,0.24511787295341492,0.021465225145220757,0.012602747417986393,0.011892425827682018,0.03241381421685219,0.01496572233736515,0.011322961188852787,0.004199081566184759,0.1560275398166023,0.10293909162282944,0.0
-174.24517822265625,63.87370300292969,-0.6966549158096313,-33.061771392822266,0.5587724447250366,0.8778367042541504,-4.269865036010742,-11.023537635803223,-5.774102210998535,-18.101457595825195,7.743246078491211,6.131025314331055,32.603271484375,17.812362670898438,5.405795574188232,4.814635276794434,7.026866912841797,-10.100595474243164,8.503649711608887,-7.181517601013184,7593.573636794395,7500.699272611793,0.0024804985150694847,0.01668824441730976,0.3498421609401703,1.0,0.22477279603481293,0.022141320630908012,0.015506429597735405,0.018556544557213783,0.04665824770927429,0.01774151809513569,0.015202231705188751,0.004884680733084679,0.20619985219594594,0.09139340370893478,0.0
-174.93496704101562,63.6189079284668,-2.0707509517669678,-33.505760192871094,0.6543075442314148,1.1690971851348877,-6.2458953857421875,-10.284719467163086,-7.739223957061768,-21.24371910095215,7.952052116394043,8.94617748260498,34.49126052856445,19.63021469116211,8.295973777770996,6.882867336273193,6.289400577545166,-9.909074783325195,8.984864234924316,-9.127296447753906,7485.963176614463,7181.603639380967,0.001757970079779625,0.012469395995140076,0.31905606389045715,1.0,0.24062936007976532,0.022214375436306,0.012386854737997055,0.011413094587624073,0.02757158689200878,0.013022815808653831,0.010857353918254375,0.004045918118208647,0.15646114864864866,0.10209349542856216,0.0
-175.35028076171875,63.6168327331543,-1.2818894386291504,-33.4510612487793,-0.3288225531578064,0.5045977830886841,-5.95490026473999,-9.831772804260254,-6.60729455947876,-20.127479553222656,7.053345680236816,7.933367729187012,33.939334869384766,18.894716262817383,7.180473327636719,6.07822322845459,6.670401573181152,-9.529317855834961,9.21194839477539,-8.730944633483887,7498.062307813689,7249.816516880563,0.0019367070635780692,0.014478961937129498,0.3368630111217499,1.0,0.2316153198480606,0.02258642204105854,0.012707062065601349,0.013572145253419876,0.03408771753311157,0.01451108418405056,0.011404478922486305,0.003994527272880077,0.17009720378861004,0.09759694337844849,0.0
-175.2728271484375,63.61098861694336,-1.0373402833938599,-32.14837646484375,-0.137601837515831,-0.11328444629907608,-5.689370155334473,-9.459129333496094,-5.5560503005981445,-19.7141170501709,6.201756477355957,7.5905609130859375,34.4926872253418,18.77174186706543,6.927512168884277,6.056100845336914,6.317503452301025,-9.356636047363281,9.564875602722168,-8.623034477233887,7509.8259301290445,7287.1756530988605,0.0020341321360319853,0.015202496200799942,0.33737409114837646,1.0,0.2325456589460373,0.023700371384620667,0.0135922497138381,0.014236083254218102,0.034422483295202255,0.014534558169543743,0.011576743796467781,0.003933031111955643,0.175617232746139,0.0956772193312645,0.0
-175.32614135742188,63.62419128417969,-0.8640503883361816,-32.31685256958008,-0.14875032007694244,-0.11653527617454529,-5.555900573730469,-9.047374725341797,-5.451063632965088,-19.29513168334961,6.590731620788574,7.55223274230957,33.99562454223633,18.28361701965332,6.725215435028076,5.520878314971924,6.0892653465271,-9.243768692016602,9.651612281799316,-8.460915565490723,7511.227991538054,7312.686552019182,0.0021424407605081797,0.016563763841986656,0.3538801968097687,1.0,0.22288650274276733,0.02288256213068962,0.013873557560145855,0.01586691103875637,0.04010551795363426,0.01615002192556858,0.012902896851301193,0.003962140064686537,0.18420080236486486,0.093594990670681,0.0
-174.68905639648438,63.8231315612793,-1.3137675523757935,-32.30370330810547,0.36705201864242554,-0.0174642875790596,-5.407840728759766,-9.01577377319336,-5.534675598144531,-18.61086654663086,7.358536243438721,7.756119728088379,33.112972259521484,17.36870002746582,6.142214298248291,5.923524379730225,6.377960681915283,-9.750920295715332,9.387164115905762,-8.388195037841797,7496.821220220309,7308.5461628162475,0.002268970711156726,0.016341833397746086,0.34403181076049805,1.0,0.2283572256565094,0.022393854334950447,0.014229820109903812,0.016778355464339256,0.04611940309405327,0.018447449430823326,0.01564236916601658,0.0046928562223911285,0.18957189611486486,0.09209094196557999,0.0
-174.4074249267578,63.861690521240234,-2.122201681137085,-33.011871337890625,0.06125751510262489,0.7044243216514587,-4.862514972686768,-10.07218074798584,-6.247400760650635,-18.544654846191406,7.948034763336182,8.302027702331543,32.359825134277344,16.194244384765625,6.063146591186523,6.624166488647461,7.2418670654296875,-9.596142768859863,8.620140075683594,-8.551485061645508,7488.369818534912,7283.296789646316,0.0023070727474987507,0.01671755127608776,0.34925246238708496,1.0,0.22488796710968018,0.021494964137673378,0.014441435225307941,0.01836233027279377,0.05645383149385452,0.022141672670841217,0.01794147863984108,0.00528534222394228,0.19224141831563707,0.09163735061883926,0.0
-174.20457458496094,64.15653228759766,-2.446241855621338,-33.52075958251953,0.29516518115997314,1.1391068696975708,-5.52266788482666,-10.765183448791504,-7.062636375427246,-18.907691955566406,8.45804214477539,8.657343864440918,32.90849685668945,16.325777053833008,5.847451686859131,7.409731388092041,7.765864849090576,-10.229357719421387,7.835390090942383,-8.708113670349121,7466.266253127131,7200.703509130966,0.0020720837637782097,0.015343929640948772,0.34095656871795654,1.0,0.22805364429950714,0.02031446248292923,0.013482571579515934,0.01635093241930008,0.05015909671783447,0.02037462592124939,0.016527468338608742,0.005425621755421162,0.17787765444015444,0.09497935324907303,0.0
-174.63253784179688,64.24028778076172,-1.9805766344070435,-33.39009475708008,0.5066674947738647,1.2494707107543945,-5.8527302742004395,-10.871882438659668,-6.960607528686523,-18.69733428955078,8.601381301879883,8.444818496704102,32.76371765136719,16.937519073486328,6.548452854156494,7.485345840454102,7.697109699249268,-10.034762382507324,7.881387710571289,-8.866291999816895,7474.001664241793,7211.464229932263,0.002041175263002515,0.01561610959470272,0.3437187671661377,1.0,0.22574347257614136,0.019495749846100807,0.013444814831018448,0.015444604679942131,0.04164452105760574,0.017705131322145462,0.016508031636476517,0.005524280481040478,0.172687545246139,0.09508277475833893,0.0
