0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,label
-165.59488,4.764318,60.996876,6.624691,-27.146942,5.188947,-10.745701,4.380008,13.520961,4.8801656,-3.928575,4.33057,-4.054485,3.9455614,-12.254724,3.6271348,-0.32554206,3.6211522,16.722288,3.1997578,32.27189,2.9827566,19.037909,2.8258839,-0.7338418,2.8224335,11.186926,3.423175,-8.370553,2.9126077,9.828957,2.6196375,-5.3153853,2.7733574,17.064034,2.6192515,12.221349,2.715284,-5.670475,2.6336212,0.048959862,0.8612785,0.054187886,1.2727331,0.064582065,1.0173239,0.06064901,0.8572205,-0.016004322,0.8769479,-0.049982153,0.83454436,0.058876675,0.7952561,0.017800435,0.71315247,-0.037390158,0.7028193,-0.0034445405,0.63970846,-0.006401944,0.60791534,0.015580166,0.60838616,-0.0043078586,0.5485657,0.033317752,0.5716687,0.05222562,0.6249227,-0.018952122,0.4420379,-0.015694331,0.49284428,0.011507299,0.50524455,0.015321637,0.5655238,0.027543014,0.42834562,0.007297745,0.53817946,0.10884322,0.6370556,0.038418587,0.53124666,-0.012390777,0.50939375,-0.079890795,0.50610995,-0.03529408,0.49135694,-0.005160359,0.42429206,-0.034196123,0.4447079,-0.016912,0.3946854,-0.011414449,0.39077726,-0.023264194,0.33471635,0.022311892,0.35052946,0.04416994,0.34978992,0.047181055,0.38170943,0.021030294,0.35675773,-0.01101504,0.32389438,-0.013052751,0.39815,-0.022002995,0.36334404,-0.030013312,0.3912139,-0.020352008,0.3260084,0
-167.30159,4.5015345,60.496716,6.069457,-27.024694,4.586173,-10.716944,3.7723124,13.262436,3.9728909,-5.2183676,3.5271368,-3.9883535,3.1022313,-13.017599,2.8221703,-1.9818021,2.687906,16.258959,2.6328633,32.155422,3.1982965,19.238928,2.6048298,-0.0010213412,3.2593372,11.501993,3.4606926,-8.915184,2.9120529,9.214827,2.4400508,-7.0779266,2.83351,16.23927,2.4878323,11.317838,2.6837378,-5.032235,2.5539963,-0.044052493,0.754502,-0.08870571,1.0932721,-0.07636756,0.813091,-0.051753175,0.5460423,-0.032155395,0.5958907,-0.06656736,0.5350465,-0.06520276,0.49685913,-0.030730715,0.4772649,-0.02763627,0.49125412,-0.017891744,0.45522982,-0.004885371,0.5886713,-0.01559466,0.41725668,-0.01335509,0.51975054,-0.036074385,0.48491052,-0.060507406,0.539061,0.0077545745,0.37514684,0.04898487,0.5154265,0.012618101,0.45502073,-0.045186996,0.46290356,0.011686947,0.42069596,0.049897406,0.53914523,0.17901316,0.8354682,0.06423699,0.65408045,-0.016899168,0.4201526,-0.023868281,0.34490576,-0.03518654,0.38478377,-0.041523814,0.4040859,0.0022642063,0.40302432,-0.0086074425,0.34757683,-0.045632184,0.38840127,-0.033021837,0.44862926,0.007596007,0.31790015,0.056193996,0.3856321,0.05966965,0.3979399,0.027796328,0.35593978,-0.033779256,0.32135367,-0.01537353,0.42680946,-0.050679397,0.36440578,-0.063775465,0.38673207,-0.00887883,0.32103297,0
-170.8018,2.9858272,55.75937,4.8538218,-31.661753,2.4821544,-15.537849,2.3499367,8.155525,2.5426815,-7.3484564,2.3370612,-5.5073953,2.38311,-14.393676,1.940373,-4.529115,2.2276318,14.749371,2.0172355,31.748377,2.2241309,18.382229,1.8608855,-1.3970504,2.526332,11.129935,2.149714,-8.40041,1.92575,9.9076395,2.1277666,-7.4294567,2.6135545,15.706184,2.660331,12.11022,2.2767315,-3.351239,1.9335895,0.062434122,0.5411043,-0.006963011,0.9452141,0.0289724,0.42276275,0.018742247,0.42258725,0.03245421,0.3859375,0.018990738,0.3921409,-0.019606503,0.42293367,-0.015917702,0.29429495,0.0022619285,0.37623632,-0.016579434,0.3100156,-0.009350148,0.42284882,-0.0060612084,0.29729992,-0.03255331,0.44355538,0.015365443,0.43417543,-0.023924498,0.363186,0.027966771,0.34416667,0.07085163,0.46091163,-0.027876077,0.49676436,-0.010419448,0.37166065,-0.022139322,0.31868076,0.0623497,0.35483995,0.19657472,0.6608917,0.05609674,0.30155838,0.004467216,0.36495754,-0.036513653,0.35437348,-0.04404137,0.3398597,-0.03880868,0.2818276,-0.022888983,0.28642288,0.0011050774,0.32195142,-0.026759243,0.2816126,-0.06626982,0.31523046,0.009211264,0.2747561,0.066845424,0.38722277,0.018119676,0.28800678,0.029888917,0.27724373,-0.022398114,0.2738935,-0.048728265,0.3661066,-0.04488841,0.36097646,-0.03681874,0.35568494,-0.005146987,0.2621747,0
-171.74133,2.4946609,54.75348,4.0000877,-29.849308,2.9693003,-15.6297655,2.2320883,6.6307926,2.6874118,-7.519149,2.2124832,-4.0382247,1.7288741,-13.655775,1.9876963,-2.5307086,2.504541,16.868992,2.4105484,28.98489,2.330335,15.077322,1.9177572,-2.579642,2.4127917,9.1335335,2.686691,-4.4499426,2.485079,11.1774,2.3755558,-6.3342032,2.580357,17.162699,2.4097729,13.440159,1.8426133,-5.5476694,2.2507138,0.027747506,0.42160612,0.061439637,0.6836862,-0.006386632,0.46392816,-0.009067785,0.35541862,-0.0068539693,0.51148796,0.0022536323,0.40352574,0.016324285,0.28961232,0.009692115,0.3385734,-0.023000637,0.38496485,0.013016434,0.45704278,0.032767136,0.3655919,-0.010216132,0.3253728,-0.023707714,0.42191964,0.0090326015,0.4385577,-0.025166111,0.48495334,0.03214366,0.4176159,0.04176379,0.4365061,0.018246522,0.47699848,-0.004978867,0.2966647,-0.044368006,0.3927114,0.01836437,0.2978083,0.13453269,0.47877353,0.07956738,0.45396113,-9.9548924e-05,0.29660347,-0.069621414,0.3639447,-0.04633783,0.27980974,-0.0115206,0.22510673,-0.0014784914,0.24846043,-0.018817294,0.31082502,-0.011087779,0.279065,-0.03829198,0.32731187,-0.02040834,0.26443684,0.018597474,0.27523297,0.061917562,0.32314202,0.029492177,0.32220504,-0.045098018,0.33127493,-0.049700297,0.33155593,-0.032229293,0.29816338,-0.0050530443,0.20576853,0.01383315,0.29988736,0
-170.65555,2.6035464,54.6067,4.3049846,-30.248783,2.9382236,-14.5270605,2.3419151,7.2558556,2.6604848,-6.477474,2.4259224,-3.4391477,2.331533,-13.677283,1.8498639,-1.0248413,2.4335682,17.468517,2.4467444,29.245012,2.1428392,14.066784,2.13439,-2.927754,2.3042948,9.748278,2.2514887,-4.5533934,2.0025203,11.647228,2.2619536,-6.3286047,2.3037794,17.345167,2.70249,12.928099,2.1579618,-5.802467,2.3693743,-0.0025146045,0.43457195,-0.0448056,0.84948474,0.024961835,0.48398057,0.024358504,0.38723332,-0.0054259906,0.4200554,-0.0046072537,0.3445965,0.06108047,0.3962654,0.0043280236,0.31573862,-0.030594194,0.44404274,-0.023013819,0.47450683,0.013138592,0.3415524,0.008150491,0.35225934,0.013776144,0.4457859,-0.009612158,0.3677958,-0.038525525,0.32868612,0.01868029,0.32698628,0.019270241,0.41257492,0.014772129,0.54601306,-0.005131982,0.36394945,0.019729834,0.3774619,0.034048226,0.3218939,0.16832773,0.6046187,0.069016315,0.34370965,0.0046706107,0.35065195,-0.04501207,0.38418108,-0.009464481,0.25484195,-0.028535787,0.3006801,-0.019614054,0.22292808,0.009937793,0.298761,-0.0043892832,0.3330814,-0.026867276,0.31971407,0.012564224,0.2393984,0.03999932,0.29459128,0.05668718,0.330151,0.0075276867,0.2292566,-0.03036809,0.3015108,-0.047016826,0.28449458,-0.073072016,0.35143813,-0.03611879,0.287043,-0.015533243,0.3064282,0
-171.52896,2.9938068,54.768433,4.4887486,-29.656157,2.878781,-14.586803,2.2271206,7.911101,2.3808186,-7.061631,2.590501,-3.4530625,2.377326,-13.735641,2.3241374,0.8424312,2.4465973,18.523577,2.4770648,28.77288,2.3612812,11.356378,2.2624319,-3.9827542,2.5965312,11.279896,2.164609,-3.44575,2.269031,10.977848,2.166782,-6.474868,2.8903823,18.024437,2.907216,12.790802,2.436138,-6.6700816,2.208764,0.06381742,0.54355997,0.004165136,0.8254276,-0.07625962,0.5376032,-0.051911514,0.41227096,0.022486726,0.34769914,0.02579288,0.49707165,0.007200273,0.3890909,-0.017818356,0.398183,-0.0053731645,0.36773926,0.0029633027,0.43157992,-0.025891617,0.44586384,-0.06683811,0.44827205,0.004938995,0.43749028,-0.0052631893,0.32151863,-0.021406677,0.42665347,-0.03788213,0.33930466,-0.025274167,0.48537022,0.011562497,0.5050472,0.027858602,0.43587685,0.009875133,0.4089864,0.033137694,0.37006342,0.1903062,0.68176824,0.07354541,0.41592017,0.021309307,0.3147169,-0.034812056,0.28036946,-0.03735923,0.30345094,0.012630996,0.32541835,-0.0176217,0.2812045,-0.050431322,0.32147866,-0.0391781,0.32068524,0.008406003,0.3363104,0.0041030827,0.25264412,0.0194506,0.32229638,0.031078665,0.25576755,-0.008704784,0.27694014,-0.017847149,0.24792206,-0.063043304,0.41737708,-0.057428595,0.36680317,-0.04527963,0.32418653,-0.029164704,0.29829252,0
-170.12877,3.5582922,56.154995,5.129562,-28.674665,3.3724408,-13.709661,2.9957879,8.993511,2.8264587,-5.864691,2.565588,-2.173072,2.5801444,-13.576614,2.7542677,0.038809028,2.6729703,18.965197,2.4858785,28.828396,2.4745805,12.091487,2.4852598,-3.3454213,2.5897536,10.239951,2.4131353,-3.958536,2.2327929,11.729646,2.6463442,-7.210719,2.8206537,17.539198,3.0398245,12.377515,2.2354798,-7.270067,2.2563686,-0.030011678,0.5406649,-0.05808613,0.73957986,-0.010114079,0.59656614,-0.023175685,0.53981626,-0.03027606,0.5641395,-0.019055828,0.3963444,-0.042056035,0.45997745,-0.017633736,0.5160112,-0.010332263,0.51494205,-0.0144055,0.4136516,-0.012739622,0.36735567,-0.037801266,0.36158738,-0.019771166,0.41683954,-0.005415291,0.42136952,-0.008047702,0.3412354,0.008228762,0.44723818,0.0025474548,0.41211697,0.054150175,0.43908548,-0.0071371114,0.36500096,-0.033674,0.40635824,0.03196354,0.4205335,0.14621645,0.59477216,0.034267705,0.4256147,-0.05756335,0.4255837,-0.037651833,0.3203286,-0.026217002,0.3273502,-0.039610077,0.37788272,-0.038051847,0.37377542,-0.031028593,0.3518731,-0.045674317,0.3626072,-0.063945666,0.4092474,-0.029698445,0.3560348,0.014102925,0.41696882,0.05508096,0.39105213,0.022018222,0.30903018,-0.050973825,0.35120848,-0.061498158,0.39789194,-0.06352735,0.3999303,-0.013118391,0.25549912,0.016300788,0.34411106,0
-169.90683,3.4447415,57.638798,4.7404366,-27.706005,3.6070058,-13.53169,3.255948,9.812593,3.497267,-5.027559,3.3611324,-1.455982,3.0536733,-11.88233,2.903215,0.3878259,3.1002405,20.017529,2.735546,30.411226,3.1371162,13.745638,3.0591998,-2.1911988,3.0140336,10.423241,3.0466614,-3.0519583,2.9364035,12.578094,3.097145,-5.794706,2.7148383,17.5295,3.080523,13.403549,2.5692413,-5.45525,2.7704568,0.02218066,0.6370732,-0.052538857,0.9109946,-0.0315799,0.6528673,0.0061706817,0.5543048,-0.015947236,0.65966624,0.037437607,0.5506268,0.030315196,0.5731192,0.0155815035,0.566731,0.012522809,0.55380374,-0.014242004,0.51268387,0.02713105,0.5961563,0.0203932,0.45965967,0.03701567,0.5182953,-0.0013172361,0.47270983,0.061374087,0.52869093,0.03219088,0.5782746,0.008090434,0.44522187,-0.032885864,0.5569575,0.045924105,0.45049742,0.054529786,0.57591456,0.007371963,0.45968246,0.11707723,0.60426986,0.062075168,0.44414347,-0.0048293797,0.42218032,-0.03722949,0.42662185,-0.053984076,0.40465567,-0.04729984,0.35115826,-0.030230727,0.33107725,-0.021151014,0.34338138,-0.048288155,0.35786685,-0.033043273,0.3557967,-0.009635023,0.274843,0.041172754,0.32895407,0.03887147,0.33239943,-0.010202164,0.34886658,-0.027460571,0.39068082,-0.05333584,0.31675044,-0.07134938,0.44904146,-0.020536745,0.2689252,-0.029925535,0.35674587,0
-171.17256,3.0285206,55.187748,4.271003,-32.34947,2.6869092,-15.768415,2.4581366,8.945931,2.6407208,-7.6070385,2.4247901,-5.8806987,2.3170886,-14.841438,2.2067962,-3.979828,2.1651065,15.893089,2.3001835,32.137012,2.4413276,17.603409,2.0867658,-1.3159117,2.6181436,11.4038315,2.819317,-7.964212,2.2891011,9.722102,2.230818,-7.6903987,2.4042695,16.18061,1.9549699,12.370697,2.1280308,-2.9601014,2.3298628,0.0016144313,0.46793824,-0.07497522,0.7643173,-0.05912668,0.4716125,-0.08422319,0.45262,-0.035420485,0.48143852,0.0046427837,0.43081626,-0.022688273,0.39182875,0.007800979,0.39128476,0.050629854,0.3435075,0.03084584,0.4086847,0.026279509,0.42785302,0.032694377,0.33063096,-0.00044739063,0.4298471,-0.0020458295,0.45165655,0.032806363,0.39430958,0.008753139,0.34638283,0.03274722,0.37932655,0.01050477,0.36183208,0.050334543,0.35065687,0.022394888,0.34355676,0.059044633,0.43964073,0.15961756,0.6192829,0.05991296,0.32704043,-0.026625972,0.33312875,-0.060832247,0.3432638,-0.05678703,0.3574909,-0.04545301,0.30025393,-0.038201112,0.24364801,-0.018781008,0.25705594,-0.033794563,0.30845785,-0.05569505,0.3405746,-0.004126128,0.28981903,0.06403477,0.35729322,0.070782304,0.4161747,0.044458117,0.31649262,-0.022972876,0.2860855,-0.025268272,0.30525848,-0.023678144,0.22636877,-0.034465052,0.30276304,-0.02737276,0.28621617,0
-170.6621,2.5966778,55.419067,4.07413,-32.574886,2.1171556,-15.698434,2.0670733,8.975439,3.2049842,-6.6971188,2.0556984,-5.51604,2.3220155,-15.259509,2.1465096,-4.216272,2.2967038,15.395233,2.127992,32.5609,1.9724699,17.996044,1.9524769,-1.8350748,2.4238544,11.5533695,2.7978833,-7.6527605,2.4041567,10.155957,1.8614788,-7.783324,2.2135048,16.111864,2.0885313,13.117285,2.188382,-3.8821428,2.1792178,0.046465136,0.39671788,0.0170239,0.6986355,0.025027007,0.33951724,-0.0019439404,0.33347744,0.032926258,0.5908418,0.010029325,0.40610096,-0.018151795,0.4350226,-0.033851743,0.37799278,-0.009753245,0.35377413,0.008443486,0.34140724,-0.0025613676,0.33783945,-0.033606518,0.34972507,0.0022574058,0.40926206,-0.023992077,0.41137132,-0.05826006,0.3734058,0.011023775,0.30332643,-0.012006292,0.3113698,-0.00028939982,0.37353492,0.001937063,0.3652931,-0.027807936,0.42646068,0.02949666,0.299124,0.1386964,0.5152452,0.019415941,0.28500494,-0.017333258,0.22232218,-0.06138368,0.38421237,-0.034225944,0.25307322,-0.043273736,0.35477883,-0.04202842,0.31462663,-0.026948597,0.31472698,-0.033072986,0.23151058,-0.014495974,0.25721332,0.02512975,0.25067374,0.059928864,0.29072323,0.07128222,0.3434873,0.050707486,0.31382766,-0.004681356,0.22454545,-0.039197873,0.32758424,-0.04392312,0.311083,-0.021809733,0.3014478,0.0029608863,0.36019108,0
